L 10/18/2019 - 00:01:01: SourceMod log file session started (file "L20191018.log") (Version "1.9.0.6282")
L 10/18/2019 - 00:01:01: [l4d2_skill_detect.smx] Charge carry start: 3 - 4 -- time: 88.40
L 10/18/2019 - 00:01:02: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 3: time: 0.00 / 1.03 -- class: charger (with shove? 0)
L 10/18/2019 - 00:01:05: [l4d2_skill_detect.smx] Checking charge victim: 3 - 4 - flags: 1 (alive? 1)
L 10/18/2019 - 00:01:49: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 00:01:53: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_log_onefile") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_logbans") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_lobby_connect_only") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_gamemode") (value "versus")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_marker_num") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_difficulty") (value "normal")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_vs_convert_pills") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_convert_pills") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_convert_pills_critical_health") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_convert_pills_to_defib_health") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "pain_pills_decay_rate") (value "0.27")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_finale_spawn_safety_range") (value "600")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_fallen_max_count") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_infected_ceda_vomitjar_probability") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_force_time_of_day") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_female_boomer_spawn_chance") (value "50")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nav_lying_down_percent") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_must_wander") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_shove_hunter_fov_pouncing") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ammo_shotgun_max") (value "96")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ammo_smg_max") (value "750")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ammo_sniperrifle_max") (value "80")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_pushaway_force") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_gun_swing_vs_min_penalty") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_gun_swing_vs_max_penalty") (value "4")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_leap_interval_post_incap") (value "18")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_jockey_control_variance") (value "0.0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_exploding_shove_min") (value "4")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_exploding_shove_max") (value "4")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gascan_spit_time") (value "2")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_vomit_interval") (value "20")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_gameinstructor_disable") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_cough_cloud_radius") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_spit_interval") (value "16")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_hit_delay") (value "13")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_pounce_silence_range") (value "999999")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_shove_jockey_fov_leaping") (value "20")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_holiday_gift_drop_chance") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_door_pound_damage") (value "160")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_pounce_door_damage") (value "500")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_jockey_speed") (value "275")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_release_fatigue_penalty") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_gun_survivor_friend_push") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_respawn_interval") (value "20")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_max_team_melee_weapons") (value "4")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_charge_warmup") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_jockey_min_mounted_speed") (value "0.68")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "boomer_exposed_time_tolerance") (value "0.2")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "boomer_vomit_delay") (value "0.1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hunter_pounce_ready_range") (value "1000")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hunter_committed_attack_range") (value "600")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_tank_flow_team_variation") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_boss_flow_max") (value "0.85")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_boss_flow_min") (value "0.20")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tank_stuck_time_suicide") (value "999999999")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_tank_lottery_selection_time") (value "3")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_frustration_spawn_delay") (value "25")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_frustration_los_delay") (value "1.2")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tankcontrol_print_all") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tank_ground_pound_duration") (value "0.1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_tankswap_choicetype") (value "2")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_tankswap_timelimit") (value "10")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "acs_chmap_broadcast_interval") (value "99999")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "dotslash_replace_medkits") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_global_percent") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_percent") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_witch_percent") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "simple_antibhop_enable") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bhop_allow_survivor") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bhop_except_si_flags") (value "16")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_dominators") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_skill_report_enable") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "cssladders_enabled") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "cssladders_allow_m2") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "cssladders_allow_reload") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "chestbump_patch_enabled") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_survivor_mvp_brevity") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_survivor_mvp_brevity_latest") (value "111")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_stats_autoprint_vs_round") (value "8372")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sound_block_hb") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sound_block_for_comp") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_pbonus_display") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_pbonus_reportchanges") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_pbonus_witch") (value "25")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "engine_fix_flags") (value "12")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "crc_global") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "infected_fire_immunity") (value "3")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ghost_hurt_type") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_kick_delay") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_safeitemkill_saferooms") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_safeitemkill_items") (value "13")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_obey_boss_spawn_cvars") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_obey_boss_spawn_except_static") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_punch") (value "8")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_firstpunch") (value "-1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_impact") (value "10")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_stumble") (value "2")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "charger_dmg_pound") (value "15")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_bash_kills") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "longer_tank_punch_getup") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_leap_interval_post_ledge_hang") (value "12")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_cans") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_propane") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_oxygen") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_no_fireworks") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_tank_speed_vs") (value "205")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_tank_damage_slow_min_range") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_tank_damage_slow_max_range") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_gunfire_si") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_gunfire_tank") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_water_tank") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_water_survivors") (value "-1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_slowdown_water_survivors_during_tank") (value "1.24")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_heq_checkpoint_sound") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tankdamage_enabled") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_props") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_painfade") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_painfade_duration") (value "150")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_tank_painfade_flags") (value "8")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_block_punch_rock") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_block_jump_rock") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tank_overhand_only") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_jump_rock_cooldown") (value "20")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_tank_pound_damage") (value "36")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_tank_rock_damage") (value "24")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "pickup_switch_flags") (value "2")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "pickup_incap_flags") (value "2")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hittable_override") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hittable_rage_override") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_rock_rage_override") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_spit_extra_time") (value "0.4")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_common_extra_time") (value "0.6")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_hunter_duration") (value "1.8")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_jockey_duration") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_smoker_duration") (value "0")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_charger_duration") (value "2.1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_common_zc_flags") (value "9")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_spit_zc_flags") (value "6")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_godframe_glows") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_ff_min_time") (value "0.8")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "gfc_witch_override") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot") (value "1")
L 10/18/2019 - 02:13:41: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d_pills_hot_interval") (value "0.1")
